2458459.314 1.737263
2458459.315 1.700385
2458459.316 1.384165
2458459.316 1.127216
2458459.317 1.12746
2458459.318 1.127495
2458459.319 1.127796
2458459.319 1.128057
2458459.32 1.12843
2458459.321 1.128265
2458459.321 1.128659
2458459.322 1.128445
2458459.323 1.128365
2458459.323 1.128572
2458459.324 1.128795
2458459.325 1.128952
2458459.326 1.12918
2458459.326 1.12951
2458459.327 1.129563
2458459.328 1.129701
2458459.328 1.129944
2458459.329 1.12978
2458459.33 1.129973
2458459.33 1.129907
2458459.331 1.129661
2458459.332 1.13046
2458459.332 1.12974
2458459.333 1.130193
2458459.334 1.130424
2458459.335 1.130306
2458459.335 1.129983
2458459.336 1.130059
2458459.337 1.130139
2458459.337 1.129973
2458459.338 1.130369
2458459.339 1.130289
2458459.339 1.130562
2458459.34 1.130397
2458459.341 1.131133
2458459.341 1.131094
2458459.342 1.130746
2458459.343 1.130601
2458459.344 1.130715
2458459.344 1.130989
2458459.345 1.130968
2458459.346 1.130885
2458459.346 1.131005
2458459.347 1.13088
2458459.348 1.131124
2458459.348 1.131078
2458459.349 1.131167
2458459.35 1.131534
2458459.351 1.131857
2458459.351 1.131899
2458459.352 1.13215
2458459.353 1.132409
2458459.353 1.131825
2458459.354 1.132262
2458459.355 1.132156
2458459.355 1.13245
2458459.356 1.132363
2458459.357 1.132124
2458459.357 1.13234
2458459.358 1.132235
2458459.359 1.13235
2458459.36 1.132399
2458459.36 1.13227
2458459.361 1.132582
2458459.362 1.132095
2458459.362 1.132462
2458459.363 1.132441
2458459.364 1.132162
2458459.364 1.132533
2458459.365 1.132391
2458459.366 1.132499
2458459.366 1.132764
2458459.367 1.133236
2458459.368 1.132799
2458459.369 1.13287
2458459.369 1.132968
2458459.37 1.132536
2458459.371 1.132993
2458459.371 1.132536
2458459.372 1.13273
2458459.373 1.133185
2458459.373 1.132893
2458459.374 1.133183
2458459.375 1.133388
2458459.376 1.132927
2458459.376 1.133343
2458459.377 1.133056
2458459.378 1.132982
2458459.378 1.13303
2458459.379 1.132633
2458459.38 1.132959
2458459.38 1.132661
2458459.381 1.133019
2458459.382 1.132675
2458459.382 1.132621
2458459.383 1.132962
2458459.384 1.132814
2458459.385 1.133224
2458459.385 1.133415
2458459.386 1.1331
2458459.387 1.133141
2458459.387 1.133399
2458459.388 1.133185
2458459.389 1.132653
2458459.389 1.133073
2458459.39 1.132792
2458459.391 1.132847
2458459.391 1.133549
2458459.392 1.132663
2458459.393 1.133113
2458459.394 1.132917
2458459.394 1.133287
2458459.395 1.132834
2458459.396 1.133275
2458459.396 1.133054
2458459.397 1.132783
2458459.398 1.133177
2458459.398 1.132936
2458459.399 1.132884
2458459.4 1.133155
2458459.401 1.1332
2458459.401 1.133504
2458459.402 1.140105

