2458459.314 1.831722
2458459.315 5.165604
2458459.316 14.43232
2458459.316 19.77408
2458459.317 19.77567
2458459.318 19.75589
2458459.319 19.76747
2458459.319 19.43843
2458459.32 19.38607
2458459.321 19.38795
2458459.321 19.39173
2458459.322 19.39006
2458459.323 19.39152
2458459.323 19.39561
2458459.324 19.39819
2458459.325 19.39856
2458459.326 19.39775
2458459.326 19.40021
2458459.327 19.40432
2458459.328 19.40422
2458459.328 19.40619
2458459.329 19.40756
2458459.33 19.40988
2458459.33 19.41414
2458459.331 19.41442
2458459.332 19.4145
2458459.332 19.41646
2458459.333 19.42556
2458459.334 19.42308
2458459.335 19.41943
2458459.335 19.42165
2458459.336 19.4254
2458459.337 19.42596
2458459.337 19.4276
2458459.338 19.43074
2458459.339 19.43272
2458459.339 19.43355
2458459.34 19.43609
2458459.341 19.43534
2458459.341 19.43638
2458459.342 19.43468
2458459.343 19.43809
2458459.344 19.43998
2458459.344 19.44188
2458459.345 19.44592
2458459.346 19.44549
2458459.346 19.44514
2458459.347 19.44846
2458459.348 19.44744
2458459.348 19.44938
2458459.349 19.44956
2458459.35 19.44953
2458459.351 19.44855
2458459.351 19.44951
2458459.352 19.45012
2458459.353 19.45395
2458459.353 19.45228
2458459.354 19.4539
2458459.355 19.45641
2458459.355 19.45862
2458459.356 19.45836
2458459.357 19.45847
2458459.357 19.46067
2458459.358 19.47218
2458459.359 19.46481
2458459.36 19.46508
2458459.36 19.47019
2458459.361 19.46801
2458459.362 19.46817
2458459.362 19.46878
2458459.363 19.47211
2458459.364 19.47206
2458459.364 19.47338
2458459.365 19.47313
2458459.366 19.47633
2458459.366 19.47523
2458459.367 19.47432
2458459.368 19.47502
2458459.369 19.47525
2458459.369 19.47783
2458459.37 19.48067
2458459.371 19.47917
2458459.371 19.48248
2458459.372 19.4836
2458459.373 19.48179
2458459.373 19.48345
2458459.374 19.48392
2458459.375 19.48503
2458459.376 19.4855
2458459.376 19.48628
2458459.377 19.49185
2458459.378 19.48878
2458459.378 19.48909
2458459.379 19.4885
2458459.38 19.48861
2458459.38 19.49139
2458459.381 19.49211
2458459.382 19.49317
2458459.382 19.49602
2458459.383 19.49946
2458459.384 19.49668
2458459.385 19.49959
2458459.385 19.5013
2458459.386 19.50219
2458459.387 19.50286
2458459.387 19.50501
2458459.388 19.50332
2458459.389 19.50932
2458459.389 19.5047
2458459.39 19.50789
2458459.391 19.5076
2458459.391 19.50694
2458459.392 19.50931
2458459.393 19.51488
2458459.394 19.51395
2458459.394 19.51213
2458459.395 19.51284
2458459.396 19.5143
2458459.396 19.51645
2458459.397 19.5157
2458459.398 19.52013
2458459.398 19.52201
2458459.399 19.52203
2458459.4 19.52191
2458459.401 19.52095
2458459.401 19.51205
2458459.402 18.56564

