"TIME","CH1","CH2","CH3","CH4","MATH"
1.220e-05,0.22,-0.002,0.264,0.024,1
1.224e-05,0.223,0.006,0.27,0.028,1
1.228e-05,0.216,0.006,0.264,0.028,1
1.232e-05,0.218,-0.002,0.264,0.036,1
1.236e-05,0.222,-0.006,0.26,0.036,1
1.240e-05,0.22,0.002,0.268,0.036,1
1.244e-05,0.219,0,0.264,0.036,1
1.248e-05,0.22,0.004,0.266,0.024,1
1.252e-05,0.222,0.006,0.27,0.016,1
1.256e-05,0.219,-0.008,0.264,0.04,1
1.260e-05,0.221,0,0.268,0.028,1
1.264e-05,0.219,0.002,0.262,0.04,1
1.268e-05,0.218,-0.004,0.26,0.032,1
1.272e-05,0.222,-0.004,0.27,0.024,1
1.276e-05,0.221,0.002,0.266,0.028,1
1.280e-05,0.22,0.002,0.266,0.036,1
1.284e-05,0.22,0,0.26,0.024,1
1.288e-05,0.22,0.008,0.264,0.04,1
1.292e-05,0.22,0.006,0.268,0.02,1
1.296e-05,0.219,0.004,0.262,0.028,1
1.300e-05,0.219,-0.002,0.266,0.036,1
1.304e-05,0.218,0.002,0.268,0.04,1
1.308e-05,0.22,0.002,0.266,0.028,1
1.312e-05,0.219,-0.002,0.262,0.036,1
1.316e-05,0.221,0.004,0.258,0.04,1
1.320e-05,0.219,-0.002,0.262,0.032,1
1.324e-05,0.22,0.002,0.27,0.024,1
1.328e-05,0.22,0,0.264,0.024,1
1.332e-05,0.217,-0.002,0.26,0.028,1
1.336e-05,0.22,0.006,0.26,0.04,1
1.340e-05,0.217,0.002,0.256,0.04,1
1.344e-05,0.219,0,0.27,0.036,1
1.348e-05,0.22,-0.006,0.268,0.032,1
1.352e-05,0.22,0.004,0.266,0.024,1
1.356e-05,0.219,0,0.266,0.028,1
1.360e-05,0.219,0.006,0.266,0.028,1
1.364e-05,0.221,-0.002,0.264,0.02,1
1.368e-05,0.219,-0.002,0.266,0.04,1
1.372e-05,0.218,0.004,0.27,0.02,1
1.376e-05,0.217,0.004,0.266,0.02,1
1.380e-05,0.219,-0.006,0.27,0.024,1
1.384e-05,0.218,0.002,0.264,0.036,1
1.388e-05,0.218,0.002,0.27,0.028,1
1.392e-05,0.223,-0.004,0.266,0.028,1
1.396e-05,0.219,-0.002,0.264,0.02,1
1.400e-05,0.219,0.004,0.258,0.032,1
1.404e-05,0.219,0,0.268,0.04,1
1.408e-05,0.217,0.008,0.262,0.024,1
1.412e-05,0.22,0.004,0.262,0.028,1
1.416e-05,0.22,0,0.264,0.02,1
1.420e-05,0.215,-0.004,0.274,0.032,1
1.424e-05,0.22,-0.002,0.268,0.028,1
1.428e-05,0.224,0,0.262,0.024,1
1.432e-05,0.22,0.002,0.264,0.02,1
1.436e-05,0.222,0.004,0.266,0.036,1
1.440e-05,0.217,-0.002,0.268,0.028,1
1.444e-05,0.219,-0.008,0.266,0.02,1
1.448e-05,0.221,0,0.264,0.032,1
1.452e-05,0.222,-0.01,0.264,0.02,1
1.456e-05,0.217,-0.004,0.264,0.024,1
1.460e-05,0.219,0.006,0.266,0.032,1
1.464e-05,0.221,0,0.268,0.032,1
1.468e-05,0.22,-0.002,0.27,0.036,1
1.472e-05,0.219,0.006,0.264,0.02,1
1.476e-05,0.22,-0.002,0.268,0.008,1
1.480e-05,0.22,-0.002,0.266,0.036,1
1.484e-05,0.22,-0.002,0.27,0.028,1
1.488e-05,0.219,0.004,0.268,0.028,1
1.492e-05,0.22,0.002,0.262,0.024,1
1.496e-05,0.22,0.002,0.264,0.032,1
1.500e-05,0.221,0.002,0.258,0.024,1
1.504e-05,0.217,-0.002,0.268,0.024,1
1.508e-05,0.222,0.002,0.27,0.016,1
1.512e-05,0.221,-0.006,0.262,0.02,1
1.516e-05,0.222,0.002,0.27,0.012,1
1.520e-05,0.22,0.004,0.266,0.032,1
1.524e-05,0.222,0.002,0.274,0.028,1
1.528e-05,0.223,0.002,0.268,0.008,1
1.532e-05,0.221,-0.002,0.264,0.024,1
1.536e-05,0.217,-0.004,0.272,0.016,1
1.540e-05,0.219,0.008,0.266,0.016,1
1.544e-05,0.218,0,0.266,0.028,1
1.548e-05,0.22,-0.002,0.266,0.02,1
1.552e-05,0.221,0.006,0.264,0.016,1
1.556e-05,0.221,0,0.268,0.012,1
1.560e-05,0.219,0,0.268,0.024,1
1.564e-05,0.22,-0.008,0.266,0.016,1
1.568e-05,0.221,0,0.274,0.028,1
1.572e-05,0.221,0.006,0.266,0.02,1
1.576e-05,0.221,-0.002,0.26,0.016,1
1.580e-05,0.22,0,0.266,0.016,1
1.584e-05,0.218,0.004,0.264,0.016,1
1.588e-05,0.22,0.006,0.266,0.024,1
1.592e-05,0.223,-0.002,0.268,0.016,1
1.596e-05,0.222,0.002,0.26,0.008,1
1.600e-05,0.219,0.002,0.266,0.028,1
1.604e-05,0.219,0.004,0.266,0.016,1
1.608e-05,0.22,0.002,0.266,0.012,1
1.612e-05,0.218,0.004,0.256,0.004,1
1.616e-05,0.222,0.004,0.258,0.024,1
1.620e-05,0.218,0.004,0.264,0.016,1
1.624e-05,0.222,0,0.262,0.02,1
1.628e-05,0.222,0.006,0.268,0.008,1
1.632e-05,0.217,-0.002,0.266,0.028,1
1.636e-05,0.22,0.004,0.266,0.024,1
1.640e-05,0.22,0.002,0.264,0.024,1
1.644e-05,0.217,0.002,0.264,0.012,1
1.648e-05,0.219,0.014,0.264,0.024,1
1.652e-05,0.221,0,0.264,0.012,1
1.656e-05,0.219,-0.002,0.262,0.02,1
1.660e-05,0.222,0,0.266,0.012,1
1.664e-05,0.22,0,0.266,0.02,1
1.668e-05,0.221,0.006,0.27,0.016,1
1.672e-05,0.222,0,0.26,0.02,1
1.676e-05,0.22,0.002,0.27,0.012,1
1.680e-05,0.22,0.008,0.266,0.02,1
1.684e-05,0.222,0.004,0.27,0.024,1
1.688e-05,0.218,0.008,0.268,0.016,1
1.692e-05,0.221,0.002,0.264,0.008,1
1.696e-05,0.22,-0.004,0.268,0,1
1.700e-05,0.221,0.004,0.266,0.012,1
1.704e-05,0.224,-0.004,0.266,0.016,1
1.708e-05,0.222,-0.004,0.27,0.016,1
1.712e-05,0.223,-0.002,0.262,0.016,1
1.716e-05,0.22,0.006,0.268,0.004,1
1.720e-05,0.22,-0.004,0.264,0.012,1
1.724e-05,0.221,-0.006,0.262,0,1
1.728e-05,0.22,0.002,0.26,0.02,1
1.732e-05,0.221,0.002,0.266,0.012,1
1.736e-05,0.223,-0.002,0.262,0.024,1
1.740e-05,0.223,0.002,0.268,0.008,1
1.744e-05,0.223,0.002,0.268,0.02,1
1.748e-05,0.222,0.006,0.264,0.016,1
1.752e-05,0.223,0.002,0.268,0.016,1
1.756e-05,0.222,0.006,0.26,0.016,1
1.760e-05,0.223,0.004,0.27,0.02,1
1.764e-05,0.22,0,0.264,0.016,1
1.768e-05,0.223,-0.004,0.266,0.02,1
1.772e-05,0.219,0.006,0.262,0.016,1
1.776e-05,0.224,0.002,0.264,0.02,1
1.780e-05,0.223,0.012,0.262,0.024,1
1.784e-05,0.22,0.002,0.262,0.016,1
1.788e-05,0.223,-0.004,0.266,0.02,1
1.792e-05,0.22,0.006,0.26,0.02,1
1.796e-05,0.221,0,0.266,0.016,1
1.800e-05,0.223,0.008,0.27,0.008,1
1.804e-05,0.223,-0.002,0.258,0.004,1
1.808e-05,0.224,0.01,0.27,0.016,1
1.812e-05,0.223,0.002,0.266,0.004,1
1.816e-05,0.221,0,0.262,0.016,1
1.820e-05,0.221,-0.004,0.264,0.012,1
1.824e-05,0.22,0.004,0.262,0.008,1
1.828e-05,0.22,0.004,0.262,0.004,1
1.832e-05,0.218,0.006,0.272,0.016,1
1.836e-05,0.221,0.006,0.264,0.012,1
1.840e-05,0.221,0.006,0.272,0.016,1
1.844e-05,0.218,-0.002,0.268,0.012,1
1.848e-05,0.22,-0.006,0.268,0.02,1
1.852e-05,0.222,0.008,0.26,0,1
1.856e-05,0.226,0.002,0.262,0.016,1
1.860e-05,0.223,0.004,0.268,-0.004,1
1.864e-05,0.22,0.008,0.272,0.016,1
1.868e-05,0.22,0.008,0.266,-0.004,1
1.872e-05,0.221,0.008,0.264,0.024,1
1.876e-05,0.22,-0.002,0.26,0.02,1
1.880e-05,0.221,0,0.272,0.016,1
1.884e-05,0.221,0.006,0.266,0.008,1
1.888e-05,0.222,0.004,0.266,0.016,1
1.892e-05,0.222,0,0.264,0.02,1
1.896e-05,0.223,0,0.272,0.016,1
1.900e-05,0.22,0.004,0.27,0.012,1
1.904e-05,0.221,0,0.266,0.012,1
1.908e-05,0.222,0.004,0.266,0.012,1
1.912e-05,0.223,-0.002,0.264,0.016,1
1.916e-05,0.223,-0.004,0.262,0.016,1
1.920e-05,0.22,0,0.268,0.012,1
1.924e-05,0.22,0.008,0.264,0.012,1
1.928e-05,0.218,0.008,0.264,0.012,1
1.932e-05,0.221,0,0.278,0.028,1
1.936e-05,0.221,0,0.268,0.008,1
1.940e-05,0.221,0.002,0.27,0.012,1
1.944e-05,0.22,-0.004,0.264,0.008,1
1.948e-05,0.22,0.006,0.272,0.004,1
1.952e-05,0.22,0,0.264,-0.004,1
1.956e-05,0.222,0.006,0.27,0.008,1
1.960e-05,0.222,0.008,0.268,0.004,1
1.964e-05,0.223,0.002,0.266,0.008,1
1.968e-05,0.222,-0.004,0.264,0.016,1
1.972e-05,0.219,0,0.264,0.008,1
1.976e-05,0.219,-0.002,0.262,0.02,1
1.980e-05,0.221,0,0.262,0.016,1
1.984e-05,0.22,0,0.262,0.008,1
1.988e-05,0.218,-0.002,0.262,0.008,1
1.992e-05,0.221,0,0.268,0.004,1
1.996e-05,0.221,0,0.27,0.016,1
2.000e-05,0.22,0.008,0.276,0.016,1
2.004e-05,0.224,0,0.266,0.008,1
2.008e-05,0.221,-0.006,0.266,0.008,1
2.012e-05,0.219,0.002,0.262,-0.012,1
2.016e-05,0.222,0,0.266,0.004,1
2.020e-05,0.219,0.002,0.266,-0.004,1
2.024e-05,0.221,-0.002,0.262,0.016,1
2.028e-05,0.22,0,0.27,0.008,1
2.032e-05,0.219,0,0.268,0.004,1
2.036e-05,0.221,0,0.264,0.004,1
2.040e-05,0.222,0.006,0.272,0.02,1
2.044e-05,0.22,0.01,0.262,0.004,1
2.048e-05,0.218,-0.002,0.27,0.008,1
2.052e-05,0.22,0.004,0.27,0.004,1
2.056e-05,0.221,0.002,0.268,0.004,1
2.060e-05,0.221,0.008,0.266,0.004,1
2.064e-05,0.221,0.006,0.262,0.008,1
2.068e-05,0.219,0.004,0.258,0,1
2.072e-05,0.217,0.004,0.266,0.016,1
2.076e-05,0.22,-0.006,0.268,0.004,1
2.080e-05,0.222,0.006,0.268,0.004,1
2.084e-05,0.219,0,0.262,0,1
2.088e-05,0.222,0.004,0.274,0.02,1
2.092e-05,0.22,0.004,0.268,0.012,1
2.096e-05,0.217,0.002,0.268,0.004,1
2.100e-05,0.219,0.004,0.266,0.012,1
2.104e-05,0.223,-0.002,0.272,0.004,1
2.108e-05,0.221,0.004,0.27,0.02,1
2.112e-05,0.22,0.004,0.262,0,1
2.116e-05,0.221,-0.004,0.264,0,1
2.120e-05,0.221,0.002,0.264,0.008,1
2.124e-05,0.22,0.002,0.262,0.008,1
2.128e-05,0.222,0.004,0.264,0.02,1
2.132e-05,0.222,0.004,0.266,0.012,1
2.136e-05,0.222,-0.004,0.272,0.008,1
2.140e-05,0.22,0.002,0.274,-0.004,1
2.144e-05,0.218,0.002,0.262,0.012,1
2.148e-05,0.217,0.006,0.272,0,1
2.152e-05,0.219,0.01,0.26,0.012,1
2.156e-05,0.221,0.002,0.268,0.008,1
2.160e-05,0.222,0.004,0.264,0.008,1
2.164e-05,0.221,-0.002,0.268,0.004,1
2.168e-05,0.219,0.004,0.266,0.012,1
2.172e-05,0.224,0,0.268,0.004,1
2.176e-05,0.219,0.002,0.266,0.012,1
2.180e-05,0.22,0.006,0.268,0.004,1
2.184e-05,0.218,0.01,0.266,0,1
2.188e-05,0.221,0,0.268,0.008,1
2.192e-05,0.221,0.002,0.266,0.012,1
2.196e-05,0.219,0.004,0.266,0.008,1
2.200e-05,0.223,0.006,0.266,0,1
2.204e-05,0.22,0.002,0.262,0.012,1
2.208e-05,0.219,0,0.264,-0.012,1
2.212e-05,0.221,-0.002,0.268,0.016,1
2.216e-05,0.223,0.004,0.268,0.004,1
2.220e-05,0.223,0,0.272,0.008,1
2.224e-05,0.221,-0.002,0.268,0.004,1
2.228e-05,0.218,0.004,0.27,0.012,1
2.232e-05,0.221,0.006,0.268,0.004,1
2.236e-05,0.221,0.002,0.27,0.008,1
2.240e-05,0.222,0.002,0.262,0.012,1
2.244e-05,0.222,-0.008,0.266,0.024,1
2.248e-05,0.219,0.004,0.264,0,1
2.252e-05,0.218,0.002,0.26,0.008,1
2.256e-05,0.217,-0.002,0.256,0.008,1
2.260e-05,0.224,-0.004,0.266,0.016,1
2.264e-05,0.221,0.006,0.272,0.012,1
2.268e-05,0.222,0.004,0.266,0,1
2.272e-05,0.221,-0.004,0.27,0.016,1
2.276e-05,0.224,0.006,0.268,0.016,1
2.280e-05,0.22,0,0.268,0,1
2.284e-05,0.222,0.006,0.272,0,1
2.288e-05,0.218,0.002,0.268,0.004,1
2.292e-05,0.219,0,0.262,0,1
2.296e-05,0.221,-0.004,0.272,0.008,1
2.300e-05,0.223,0.006,0.272,0,1
2.304e-05,0.225,0.004,0.264,0.008,1
2.308e-05,0.222,-0.006,0.272,-0.008,1
2.312e-05,0.225,0.002,0.27,0.012,1
2.316e-05,0.22,-0.004,0.264,0.012,1
2.320e-05,0.225,0.006,0.266,-0.008,1
2.324e-05,0.223,0.002,0.262,0.016,1
2.328e-05,0.221,0.004,0.262,0,1
2.332e-05,0.221,0.006,0.268,0.004,1
2.336e-05,0.221,0.002,0.268,0.012,1
2.340e-05,0.222,0.006,0.262,0.008,1
2.344e-05,0.223,0,0.264,-0.012,1
2.348e-05,0.22,0.004,0.268,0,1
2.352e-05,0.224,0.004,0.262,0,1
2.356e-05,0.22,-0.006,0.268,0.012,1
2.360e-05,0.219,0.002,0.27,0.012,1
2.364e-05,0.222,-0.002,0.262,0,1
2.368e-05,0.221,0.002,0.264,0,1
2.372e-05,0.221,-0.002,0.272,0,1
2.376e-05,0.223,-0.002,0.274,0.008,1
2.380e-05,0.219,-0.004,0.27,-0.004,1
2.384e-05,0.221,-0.002,0.264,0.004,1
2.388e-05,0.222,0.004,0.268,0.008,1
2.392e-05,0.221,-0.008,0.268,0,1
2.396e-05,0.22,0,0.27,0,1
2.400e-05,0.222,0,0.268,0.008,1
2.404e-05,0.221,0,0.268,-0.004,1
2.408e-05,0.22,0.01,0.27,0.004,1
2.412e-05,0.22,0.002,0.266,-0.004,1
2.416e-05,0.225,0.002,0.27,0.012,1
2.420e-05,0.222,0.004,0.264,0.004,1
2.424e-05,0.218,0.002,0.262,0,1
2.428e-05,0.22,0.004,0.266,0.004,1
2.432e-05,0.217,0.004,0.268,-0.008,1
2.436e-05,0.218,0.012,0.266,0.004,1
2.440e-05,0.226,-0.01,0.268,0.004,1
2.444e-05,0.22,0.008,0.266,0.016,1
2.448e-05,0.224,0,0.262,-0.004,1
2.452e-05,0.222,0.01,0.266,-0.02,1
2.456e-05,0.222,-0.002,0.266,0,1
2.460e-05,0.222,0.008,0.272,0.024,1
2.464e-05,0.22,-0.002,0.258,0.004,1
2.468e-05,0.221,0,0.26,0.008,1
2.472e-05,0.22,0,0.27,-0.004,1
2.476e-05,0.222,0.004,0.27,0.004,1
2.480e-05,0.223,-0.004,0.266,-0.004,1
2.484e-05,0.222,-0.002,0.27,0.004,1
2.488e-05,0.223,0.004,0.272,0,1
2.492e-05,0.223,0.004,0.268,0,1
2.496e-05,0.221,0.002,0.266,0,1
2.500e-05,0.225,0,0.262,0.004,1
2.504e-05,0.22,0.002,0.272,0.004,1
2.508e-05,0.222,-0.004,0.272,0,1
2.512e-05,0.222,-0.002,0.268,0,1
2.516e-05,0.221,0,0.27,-0.008,1
2.520e-05,0.22,0,0.27,0.004,1
2.524e-05,0.22,-0.002,0.254,0,1
2.528e-05,0.224,0.004,0.27,-0.004,1
2.532e-05,0.22,-0.002,0.274,-0.008,1
2.536e-05,0.22,0.01,0.272,-0.012,1
2.540e-05,0.222,0.006,0.268,0.004,1
2.544e-05,0.221,-0.002,0.266,0.004,1
2.548e-05,0.22,0.004,0.27,-0.004,1
2.552e-05,0.22,0,0.272,0.008,1
2.556e-05,0.221,0,0.266,-0.008,1
2.560e-05,0.218,-0.002,0.27,-0.004,1
2.564e-05,0.222,0.004,0.26,0.004,1
2.568e-05,0.221,-0.002,0.27,-0.008,1
2.572e-05,0.217,0.002,0.266,-0.016,1
2.576e-05,0.22,-0.002,0.264,-0.004,1
2.580e-05,0.222,0.002,0.272,-0.004,1
2.584e-05,0.219,0.002,0.262,0.008,1
2.588e-05,0.224,0.002,0.26,-0.008,1
2.592e-05,0.221,0.006,0.27,0,1
2.596e-05,0.217,0,0.264,-0.004,1
2.600e-05,0.22,-0.002,0.27,0.004,1
2.604e-05,0.22,-0.002,0.266,0,1
2.608e-05,0.221,0.004,0.26,0,1
2.612e-05,0.22,0,0.262,-0.004,1
2.616e-05,0.223,0,0.276,0.004,1
2.620e-05,0.218,-0.002,0.264,0.008,1
2.624e-05,0.219,0.008,0.268,0.004,1
2.628e-05,0.219,-0.002,0.264,-0.004,1
2.632e-05,0.22,-0.008,0.272,-0.016,1
2.636e-05,0.22,0.006,0.262,-0.008,1
2.640e-05,0.219,0.002,0.266,0,1
2.644e-05,0.219,0.006,0.26,-0.008,1
2.648e-05,0.223,-0.006,0.264,-0.008,1
2.652e-05,0.22,-0.002,0.272,-0.008,1
2.656e-05,0.22,-0.006,0.268,-0.02,1
2.660e-05,0.218,-0.002,0.266,-0.008,1
2.664e-05,0.219,0,0.264,0.004,1
2.668e-05,0.221,0.004,0.264,-0.008,1
2.672e-05,0.221,0.002,0.266,0.004,1
2.676e-05,0.218,-0.002,0.272,-0.008,1
2.680e-05,0.22,-0.002,0.262,0.016,1
2.684e-05,0.221,-0.002,0.268,0.004,1
2.688e-05,0.221,0.01,0.262,-0.004,1
2.692e-05,0.222,0.006,0.268,-0.012,1
2.696e-05,0.218,0.006,0.268,-0.004,1
2.700e-05,0.219,-0.002,0.27,0.008,1
2.704e-05,0.22,0.006,0.264,0,1
2.708e-05,0.222,0.004,0.266,0,1
2.712e-05,0.219,-0.002,0.266,0.008,1
2.716e-05,0.221,0.002,0.266,0,1
2.720e-05,0.223,0,0.262,-0.012,1
2.724e-05,0.222,0.006,0.266,-0.004,1
2.728e-05,0.22,0.012,0.268,-0.008,1
2.732e-05,0.221,0.004,0.264,-0.012,1
2.736e-05,0.218,-0.004,0.266,-0.008,1
2.740e-05,0.22,0.01,0.27,-0.02,1
2.744e-05,0.221,0,0.27,0.004,1
2.748e-05,0.222,0,0.272,-0.012,1
2.752e-05,0.219,0.008,0.274,0.004,1
2.756e-05,0.223,0.002,0.268,0,1
2.760e-05,0.221,0,0.27,-0.008,1
2.764e-05,0.221,0.004,0.27,-0.004,1
2.768e-05,0.221,-0.002,0.262,-0.004,1
2.772e-05,0.219,0.004,0.27,-0.008,1
2.776e-05,0.219,-0.004,0.27,-0.016,1
2.780e-05,0.219,0,0.27,0,1
2.784e-05,0.224,0.006,0.27,0.004,1
2.788e-05,0.218,0.004,0.266,-0.004,1
2.792e-05,0.216,0.002,0.266,0.016,1
2.796e-05,0.222,0.002,0.268,0,1
2.800e-05,0.219,0.008,0.264,0.004,1
2.804e-05,0.218,0,0.268,0.004,1
2.808e-05,0.22,0.002,0.264,-0.008,1
2.812e-05,0.22,-0.002,0.26,-0.008,1
2.816e-05,0.219,-0.002,0.266,-0.004,1
2.820e-05,0.219,0.002,0.272,-0.004,1
2.824e-05,0.219,-0.008,0.266,-0.016,1
2.828e-05,0.221,0.008,0.264,-0.004,1
2.832e-05,0.221,0.002,0.268,-0.012,1
2.836e-05,0.221,0.006,0.266,-0.012,1
2.840e-05,0.22,-0.002,0.26,-0.016,1
2.844e-05,0.221,0,0.27,-0.008,1
2.848e-05,0.222,0.002,0.266,-0.012,1
2.852e-05,0.223,0,0.26,-0.02,1
2.856e-05,0.221,0,0.27,-0.016,1
2.860e-05,0.223,0.004,0.268,-0.004,1
2.864e-05,0.219,0.004,0.264,-0.008,1
2.868e-05,0.22,0,0.272,-0.008,1
2.872e-05,0.22,0,0.266,0,1
2.876e-05,0.221,0.004,0.27,-0.008,1
2.880e-05,0.222,0,0.268,-0.012,1
2.884e-05,0.222,0.002,0.272,0.012,1
2.888e-05,0.223,0,0.27,-0.008,1
2.892e-05,0.224,0.01,0.264,0,1
2.896e-05,0.221,-0.004,0.266,-0.008,1
2.900e-05,0.223,0.002,0.268,0,1
2.904e-05,0.22,-0.002,0.264,-0.008,1
2.908e-05,0.223,0.002,0.266,-0.008,1
2.912e-05,0.22,0.006,0.266,-0.004,1
2.916e-05,0.221,0.002,0.272,-0.004,1
2.920e-05,0.221,-0.002,0.266,0.004,1
2.924e-05,0.219,0.004,0.264,-0.012,1
2.928e-05,0.221,0.006,0.274,-0.012,1
2.932e-05,0.218,0.004,0.278,-0.012,1
2.936e-05,0.224,0.004,0.272,-0.004,1
2.940e-05,0.22,-0.002,0.268,0,1
2.944e-05,0.219,-0.004,0.272,-0.004,1
2.948e-05,0.22,0,0.266,0,1
2.952e-05,0.225,0.002,0.272,-0.012,1
2.956e-05,0.221,0,0.268,-0.008,1
2.960e-05,0.223,0,0.272,0.004,1
2.964e-05,0.222,0.006,0.266,0.004,1
2.968e-05,0.224,0.004,0.266,0.008,1
2.972e-05,0.221,0.004,0.266,-0.004,1
2.976e-05,0.221,0,0.272,-0.008,1
2.980e-05,0.223,0.004,0.268,-0.004,1
2.984e-05,0.22,0.006,0.27,-0.012,1
2.988e-05,0.223,0.004,0.272,-0.004,1
2.992e-05,0.219,0,0.27,-0.004,1
2.996e-05,0.22,0.012,0.26,-0.016,1
3.000e-05,0.221,0.006,0.27,-0.004,1
3.004e-05,0.221,-0.002,0.27,0,1
3.008e-05,0.22,0.006,0.272,0,1
3.012e-05,0.223,0,0.266,-0.024,1
3.016e-05,0.22,0.002,0.268,0.004,1
3.020e-05,0.221,0,0.266,-0.004,1
3.024e-05,0.226,0.006,0.268,0,1
3.028e-05,0.221,-0.002,0.264,-0.004,1
3.032e-05,0.221,-0.002,0.268,0,1
3.036e-05,0.223,0.002,0.274,-0.008,1
3.040e-05,0.221,0.002,0.274,0,1
3.044e-05,0.22,0.002,0.266,-0.016,1
3.048e-05,0.225,0.004,0.268,-0.016,1
3.052e-05,0.221,0.002,0.27,-0.008,1
3.056e-05,0.221,0.004,0.268,0,1
3.060e-05,0.222,-0.002,0.26,0,1
3.064e-05,0.221,0,0.262,0.004,1
3.068e-05,0.222,0.008,0.266,-0.012,1
3.072e-05,0.221,0.006,0.27,0,1
3.076e-05,0.223,0.01,0.266,-0.004,1
3.080e-05,0.224,0,0.272,0,1
3.084e-05,0.222,0.002,0.266,-0.008,1
3.088e-05,0.22,0,0.266,-0.004,1
3.092e-05,0.222,0.004,0.272,0.004,1
3.096e-05,0.221,0.002,0.274,0.004,1
3.100e-05,0.22,0.002,0.274,-0.012,1
3.104e-05,0.221,0.002,0.266,-0.012,1
3.108e-05,0.221,-0.004,0.268,-0.012,1
3.112e-05,0.221,0.002,0.268,-0.008,1
3.116e-05,0.222,0,0.27,-0.012,1
3.120e-05,0.22,-0.002,0.272,0.004,1
3.124e-05,0.22,0,0.266,-0.012,1
3.128e-05,0.22,0.004,0.262,-0.016,1
3.132e-05,0.222,-0.004,0.268,0,1
3.136e-05,0.222,0.008,0.272,-0.008,1
3.140e-05,0.22,0.002,0.266,-0.004,1
3.144e-05,0.222,0,0.27,-0.004,1
3.148e-05,0.219,0.002,0.268,-0.016,1
3.152e-05,0.222,0.002,0.27,-0.008,1
3.156e-05,0.221,0.008,0.268,-0.016,1
3.160e-05,0.222,0.006,0.27,-0.004,1
3.164e-05,0.221,0.002,0.272,-0.004,1
3.168e-05,0.222,0,0.264,-0.008,1
3.172e-05,0.221,0,0.266,0,1
3.176e-05,0.221,0.004,0.272,0.004,1
3.180e-05,0.22,-0.004,0.272,-0.02,1
3.184e-05,0.223,0.002,0.264,-0.02,1
3.188e-05,0.221,-0.002,0.268,0.008,1
3.192e-05,0.221,-0.004,0.268,-0.012,1
3.196e-05,0.219,0.008,0.264,-0.008,1
3.200e-05,0.221,0.004,0.27,-0.012,1
3.204e-05,0.223,0.006,0.266,-0.016,1
3.208e-05,0.225,0.002,0.262,-0.016,1
3.212e-05,0.224,0,0.268,-0.012,1
3.216e-05,0.218,0.008,0.268,-0.012,1
3.220e-05,0.222,0.006,0.266,-0.02,1
3.224e-05,0.225,0.002,0.266,0,1
3.228e-05,0.221,0.004,0.272,-0.012,1
3.232e-05,0.222,0.006,0.27,-0.008,1
3.236e-05,0.221,0.008,0.268,-0.004,1
3.240e-05,0.221,0.004,0.268,-0.008,1
3.244e-05,0.22,0.002,0.264,-0.012,1
3.248e-05,0.222,0.004,0.274,-0.004,1
3.252e-05,0.224,0.004,0.276,0.004,1
3.256e-05,0.221,0.006,0.266,-0.024,1
3.260e-05,0.225,0.004,0.268,-0.016,1
3.264e-05,0.221,-0.002,0.268,0.004,1
3.268e-05,0.223,-0.002,0.264,0,1
3.272e-05,0.222,0.004,0.268,-0.004,1
3.276e-05,0.223,-0.004,0.26,-0.016,1
3.280e-05,0.218,0,0.276,-0.004,1
3.284e-05,0.221,0.01,0.278,0.008,1
3.288e-05,0.225,0.004,0.272,-0.008,1
3.292e-05,0.223,0.006,0.266,-0.02,1
3.296e-05,0.221,-0.006,0.268,0,1
3.300e-05,0.218,0,0.268,-0.016,1
3.304e-05,0.219,0.006,0.262,-0.016,1
3.308e-05,0.222,0.004,0.262,-0.008,1
3.312e-05,0.221,0.008,0.268,-0.012,1
3.316e-05,0.222,-0.002,0.27,-0.008,1
3.320e-05,0.222,0.004,0.268,-0.004,1
3.324e-05,0.217,0.004,0.274,-0.012,1
3.328e-05,0.223,-0.002,0.27,-0.012,1
3.332e-05,0.222,-0.006,0.266,-0.004,1
3.336e-05,0.222,0.002,0.266,-0.008,1
3.340e-05,0.221,0,0.266,-0.012,1
3.344e-05,0.224,0.006,0.272,-0.024,1
3.348e-05,0.221,0.002,0.27,-0.024,1
3.352e-05,0.219,0.01,0.254,-0.004,1
3.356e-05,0.221,-0.002,0.264,-0.008,1
3.360e-05,0.221,0.004,0.272,-0.02,1
3.364e-05,0.222,0.002,0.264,-0.016,1
3.368e-05,0.22,0,0.268,-0.004,1
3.372e-05,0.221,0.006,0.258,-0.016,1
3.376e-05,0.222,-0.002,0.272,-0.004,1
3.380e-05,0.223,0.004,0.264,-0.008,1
3.384e-05,0.222,0,0.268,-0.012,1
3.388e-05,0.222,-0.004,0.272,-0.008,1
3.392e-05,0.222,-0.002,0.268,-0.012,1
3.396e-05,0.22,0,0.268,-0.008,1
3.400e-05,0.219,-0.002,0.266,0.004,1
3.404e-05,0.223,0,0.266,-0.012,1
3.408e-05,0.222,0.004,0.268,-0.004,1
3.412e-05,0.224,-0.006,0.27,-0.012,1
3.416e-05,0.222,0.002,0.272,0,1
3.420e-05,0.224,0.002,0.268,-0.008,1
3.424e-05,0.223,-0.004,0.27,-0.012,1
3.428e-05,0.221,0.002,0.268,0,1
3.432e-05,0.222,0.002,0.266,-0.004,1
3.436e-05,0.219,0.002,0.264,-0.016,1
3.440e-05,0.223,-0.002,0.262,-0.004,1
3.444e-05,0.223,0,0.27,-0.008,1
3.448e-05,0.221,0.002,0.268,-0.016,1
3.452e-05,0.22,0.004,0.268,-0.016,1
