"TIME","CH1","CH2","CH3","CH4","MATH"
-9.944e-05,0.221,0.002,0.24,0.12,1
-9.940e-05,0.221,-0.006,0.242,0.104,1
-9.936e-05,0.225,0.008,0.242,0.112,1
-9.932e-05,0.218,0.006,0.246,0.1,1
-9.928e-05,0.224,0.004,0.246,0.1,1
-9.924e-05,0.221,-0.004,0.246,0.104,1
-9.920e-05,0.223,-0.008,0.244,0.08,1
-9.916e-05,0.222,0.002,0.248,0.076,1
-9.912e-05,0.223,0.002,0.244,0.092,1
-9.908e-05,0.223,0.002,0.246,0.092,1
-9.904e-05,0.221,0.002,0.244,0.088,1
-9.900e-05,0.225,-0.004,0.244,0.056,1
-9.896e-05,0.221,0.004,0.24,0.068,1
-9.892e-05,0.225,0,0.242,0.068,1
-9.888e-05,0.225,-0.002,0.244,0.064,1
-9.884e-05,0.222,0,0.248,0.068,1
-9.880e-05,0.224,0.004,0.246,0.048,1
-9.876e-05,0.222,-0.004,0.246,0.06,1
-9.872e-05,0.222,0.004,0.236,0.052,1
-9.868e-05,0.223,0.002,0.242,0.044,1
-9.864e-05,0.226,0,0.242,0.036,1
-9.860e-05,0.223,0.008,0.252,0.04,1
-9.856e-05,0.22,0.01,0.246,0.036,1
-9.852e-05,0.221,0.012,0.242,0.048,1
-9.848e-05,0.223,0.008,0.244,0.024,1
-9.844e-05,0.22,0,0.242,0.024,1
-9.840e-05,0.224,0.006,0.252,0.02,1
-9.836e-05,0.223,0,0.246,0.02,1
-9.832e-05,0.224,0.004,0.246,0.012,1
-9.828e-05,0.224,-0.004,0.252,0.012,1
-9.824e-05,0.223,-0.002,0.25,0.016,1
-9.820e-05,0.225,0.002,0.242,0.012,1
-9.816e-05,0.222,0,0.254,0.02,1
-9.812e-05,0.222,-0.002,0.246,0,1
-9.808e-05,0.222,0.008,0.244,0,1
-9.804e-05,0.222,0.004,0.242,-0.008,1
-9.800e-05,0.221,0.002,0.244,0.004,1
-9.796e-05,0.222,-0.002,0.246,-0.012,1
-9.792e-05,0.223,0,0.25,-0.004,1
-9.788e-05,0.22,0.002,0.242,-0.004,1
-9.784e-05,0.224,0.002,0.244,-0.012,1
-9.780e-05,0.225,-0.002,0.242,-0.012,1
-9.776e-05,0.222,0,0.244,-0.028,1
-9.772e-05,0.222,0.006,0.242,-0.024,1
-9.768e-05,0.224,-0.006,0.25,-0.024,1
-9.764e-05,0.224,-0.002,0.246,-0.032,1
-9.760e-05,0.222,0.008,0.25,-0.028,1
-9.756e-05,0.224,0.006,0.25,-0.028,1
-9.752e-05,0.224,-0.002,0.244,-0.032,1
-9.748e-05,0.224,0.008,0.248,-0.04,1
-9.744e-05,0.223,0,0.244,-0.048,1
-9.740e-05,0.22,0,0.25,-0.048,1
-9.736e-05,0.226,0.004,0.246,-0.04,1
-9.732e-05,0.222,-0.002,0.246,-0.056,1
-9.728e-05,0.225,0,0.242,-0.052,1
-9.724e-05,0.223,0.004,0.258,-0.072,1
-9.720e-05,0.224,0.002,0.248,-0.064,1
-9.716e-05,0.222,0.006,0.248,-0.056,1
-9.712e-05,0.226,0,0.248,-0.076,1
-9.708e-05,0.225,0,0.242,-0.08,1
-9.704e-05,0.225,-0.006,0.244,-0.068,1
-9.700e-05,0.221,-0.002,0.244,-0.08,1
-9.696e-05,0.223,-0.002,0.246,-0.076,1
-9.692e-05,0.227,0,0.246,-0.096,1
-9.688e-05,0.224,-0.004,0.25,-0.084,1
-9.684e-05,0.224,0,0.24,-0.092,1
-9.680e-05,0.224,0.006,0.25,-0.104,1
-9.676e-05,0.225,-0.002,0.24,-0.096,1
-9.672e-05,0.223,0,0.248,-0.108,1
-9.668e-05,0.224,0,0.244,-0.108,1
-9.664e-05,0.223,0.006,0.248,-0.108,1
-9.660e-05,0.224,-0.006,0.252,-0.116,1
-9.656e-05,0.225,-0.006,0.244,-0.124,1
-9.652e-05,0.219,0,0.242,-0.12,1
-9.648e-05,0.225,0,0.244,-0.136,1
-9.644e-05,0.223,-0.004,0.244,-0.124,1
-9.640e-05,0.221,0.006,0.246,-0.124,1
-9.636e-05,0.225,0.002,0.254,-0.124,1
-9.632e-05,0.222,0,0.24,-0.14,1
-9.628e-05,0.22,0.012,0.244,-0.136,1
-9.624e-05,0.225,0.004,0.252,-0.144,1
-9.620e-05,0.224,0.002,0.24,-0.156,1
-9.616e-05,0.222,-0.004,0.24,-0.156,1
-9.612e-05,0.22,-0.004,0.252,-0.148,1
-9.608e-05,0.225,-0.004,0.258,-0.164,1
-9.604e-05,0.225,0,0.242,-0.16,1
-9.600e-05,0.221,0,0.244,-0.156,1
-9.596e-05,0.223,0.002,0.244,-0.16,1
-9.592e-05,0.221,-0.002,0.248,-0.164,1
-9.588e-05,0.224,-0.004,0.24,-0.172,1
-9.584e-05,0.223,0.004,0.242,-0.164,1
-9.580e-05,0.226,0.01,0.244,-0.164,1
-9.576e-05,0.223,0,0.244,-0.176,1
-9.572e-05,0.226,0.01,0.25,-0.18,1
-9.568e-05,0.225,-0.004,0.246,-0.18,1
-9.564e-05,0.222,-0.01,0.246,-0.18,1
-9.560e-05,0.224,-0.002,0.246,-0.176,1
-9.556e-05,0.223,-0.004,0.25,-0.18,1
-9.552e-05,0.224,0.004,0.248,-0.188,1
-9.548e-05,0.222,0.008,0.248,-0.176,1
-9.544e-05,0.222,0,0.246,-0.172,1
-9.540e-05,0.222,0,0.242,-0.168,1
-9.536e-05,0.225,0,0.246,-0.168,1
-9.532e-05,0.224,0.006,0.242,-0.176,1
-9.528e-05,0.222,0.004,0.248,-0.18,1
-9.524e-05,0.227,-0.002,0.25,-0.18,1
-9.520e-05,0.224,0,0.246,-0.188,1
-9.516e-05,0.224,0,0.244,-0.188,1
-9.512e-05,0.225,-0.006,0.248,-0.18,1
-9.508e-05,0.223,0,0.254,-0.188,1
-9.504e-05,0.225,-0.002,0.242,-0.184,1
-9.500e-05,0.223,-0.002,0.246,-0.184,1
-9.496e-05,0.221,0,0.238,-0.18,1
-9.492e-05,0.227,0,0.244,-0.196,1
-9.488e-05,0.221,-0.002,0.246,-0.176,1
-9.484e-05,0.226,-0.004,0.254,-0.176,1
-9.480e-05,0.224,0.004,0.242,-0.192,1
-9.476e-05,0.222,0.004,0.246,-0.168,1
-9.472e-05,0.224,0.006,0.238,-0.18,1
-9.468e-05,0.221,0.002,0.248,-0.172,1
-9.464e-05,0.224,0.002,0.252,-0.188,1
-9.460e-05,0.223,0.002,0.244,-0.18,1
-9.456e-05,0.222,0.004,0.248,-0.176,1
-9.452e-05,0.222,0.002,0.238,-0.18,1
-9.448e-05,0.225,-0.004,0.248,-0.168,1
-9.444e-05,0.221,0.002,0.24,-0.196,1
-9.440e-05,0.225,-0.002,0.25,-0.176,1
-9.436e-05,0.218,0.002,0.246,-0.168,1
-9.432e-05,0.223,0.004,0.244,-0.172,1
-9.428e-05,0.223,-0.002,0.248,-0.184,1
-9.424e-05,0.224,-0.008,0.25,-0.172,1
-9.420e-05,0.224,0.002,0.25,-0.176,1
-9.416e-05,0.223,0.008,0.246,-0.172,1
-9.412e-05,0.224,0,0.236,-0.18,1
-9.408e-05,0.222,0.008,0.236,-0.168,1
-9.404e-05,0.223,0.002,0.244,-0.176,1
-9.400e-05,0.223,0.004,0.248,-0.188,1
-9.396e-05,0.225,-0.004,0.252,-0.176,1
-9.392e-05,0.224,0.002,0.248,-0.176,1
-9.388e-05,0.223,0.012,0.252,-0.168,1
-9.384e-05,0.223,-0.004,0.248,-0.168,1
-9.380e-05,0.224,0,0.246,-0.176,1
-9.376e-05,0.22,-0.002,0.246,-0.18,1
-9.372e-05,0.224,0.008,0.246,-0.18,1
-9.368e-05,0.22,0.006,0.246,-0.176,1
-9.364e-05,0.221,0.004,0.242,-0.164,1
-9.360e-05,0.222,0,0.248,-0.172,1
-9.356e-05,0.222,0.002,0.244,-0.164,1
-9.352e-05,0.223,0.006,0.242,-0.156,1
-9.348e-05,0.222,0.004,0.254,-0.168,1
-9.344e-05,0.222,0.004,0.248,-0.172,1
-9.340e-05,0.221,-0.002,0.246,-0.168,1
-9.336e-05,0.222,-0.004,0.246,-0.164,1
-9.332e-05,0.224,-0.002,0.252,-0.172,1
-9.328e-05,0.22,0.002,0.24,-0.176,1
-9.324e-05,0.221,0.002,0.25,-0.156,1
-9.320e-05,0.222,-0.004,0.246,-0.16,1
-9.316e-05,0.223,-0.002,0.24,-0.16,1
-9.312e-05,0.224,0.004,0.244,-0.144,1
-9.308e-05,0.223,0,0.246,-0.156,1
-9.304e-05,0.224,-0.002,0.24,-0.164,1
-9.300e-05,0.222,0.002,0.25,-0.164,1
-9.296e-05,0.223,0.002,0.24,-0.16,1
-9.292e-05,0.223,0,0.248,-0.156,1
-9.288e-05,0.226,0.004,0.25,-0.172,1
-9.284e-05,0.218,0.008,0.244,-0.156,1
-9.280e-05,0.221,0.004,0.244,-0.172,1
-9.276e-05,0.223,0,0.248,-0.168,1
-9.272e-05,0.22,-0.002,0.24,-0.156,1
-9.268e-05,0.221,0.002,0.248,-0.156,1
-9.264e-05,0.224,0.002,0.242,-0.16,1
-9.260e-05,0.223,0.004,0.248,-0.156,1
-9.256e-05,0.222,0.002,0.246,-0.16,1
-9.252e-05,0.223,0.004,0.248,-0.168,1
-9.248e-05,0.221,-0.008,0.24,-0.164,1
-9.244e-05,0.221,0.002,0.24,-0.152,1
-9.240e-05,0.222,-0.006,0.238,-0.164,1
-9.236e-05,0.219,0.004,0.252,-0.16,1
-9.232e-05,0.225,-0.004,0.254,-0.156,1
-9.228e-05,0.224,0,0.246,-0.164,1
-9.224e-05,0.221,-0.002,0.248,-0.16,1
-9.220e-05,0.219,0,0.25,-0.156,1
-9.216e-05,0.22,0.004,0.244,-0.156,1
-9.212e-05,0.219,0.008,0.24,-0.152,1
-9.208e-05,0.221,0,0.238,-0.148,1
-9.204e-05,0.225,0.002,0.248,-0.156,1
-9.200e-05,0.223,0,0.24,-0.168,1
-9.196e-05,0.223,-0.002,0.244,-0.148,1
-9.192e-05,0.222,-0.002,0.238,-0.148,1
-9.188e-05,0.222,0,0.248,-0.152,1
-9.184e-05,0.222,0.01,0.238,-0.164,1
-9.180e-05,0.223,-0.002,0.248,-0.156,1
-9.176e-05,0.221,0,0.24,-0.144,1
-9.172e-05,0.221,-0.002,0.24,-0.148,1
-9.168e-05,0.222,-0.004,0.248,-0.156,1
-9.164e-05,0.223,0.004,0.248,-0.156,1
-9.160e-05,0.222,0,0.236,-0.144,1
-9.156e-05,0.223,0,0.24,-0.148,1
-9.152e-05,0.225,0.004,0.244,-0.156,1
-9.148e-05,0.224,0.004,0.244,-0.144,1
-9.144e-05,0.222,0.002,0.248,-0.148,1
-9.140e-05,0.222,-0.006,0.244,-0.148,1
-9.136e-05,0.224,0.01,0.246,-0.156,1
-9.132e-05,0.223,0.002,0.25,-0.14,1
-9.128e-05,0.223,0,0.244,-0.144,1
-9.124e-05,0.224,0.004,0.248,-0.16,1
-9.120e-05,0.223,0.002,0.242,-0.144,1
-9.116e-05,0.222,-0.004,0.242,-0.156,1
-9.112e-05,0.226,0,0.246,-0.156,1
-9.108e-05,0.224,0,0.242,-0.144,1
-9.104e-05,0.224,0.006,0.25,-0.156,1
-9.100e-05,0.223,-0.006,0.244,-0.136,1
-9.096e-05,0.224,0.002,0.244,-0.144,1
-9.092e-05,0.222,0.002,0.25,-0.14,1
-9.088e-05,0.222,0.002,0.248,-0.14,1
-9.084e-05,0.222,0,0.248,-0.148,1
-9.080e-05,0.223,0.004,0.248,-0.152,1
-9.076e-05,0.227,0.006,0.246,-0.144,1
-9.072e-05,0.224,0.006,0.242,-0.148,1
-9.068e-05,0.224,-0.002,0.244,-0.144,1
-9.064e-05,0.222,0,0.242,-0.148,1
-9.060e-05,0.219,0.004,0.258,-0.144,1
-9.056e-05,0.222,0,0.252,-0.148,1
-9.052e-05,0.224,0.006,0.238,-0.148,1
-9.048e-05,0.221,-0.002,0.246,-0.148,1
-9.044e-05,0.223,0,0.246,-0.136,1
-9.040e-05,0.22,-0.004,0.25,-0.14,1
-9.036e-05,0.224,-0.006,0.246,-0.144,1
-9.032e-05,0.221,0.002,0.24,-0.136,1
-9.028e-05,0.222,-0.004,0.244,-0.144,1
-9.024e-05,0.225,-0.004,0.254,-0.148,1
-9.020e-05,0.223,-0.004,0.244,-0.144,1
-9.016e-05,0.224,-0.002,0.246,-0.132,1
-9.012e-05,0.224,0,0.248,-0.136,1
-9.008e-05,0.223,-0.004,0.248,-0.148,1
-9.004e-05,0.223,-0.002,0.248,-0.136,1
-9.000e-05,0.224,0,0.25,-0.136,1
-8.996e-05,0.224,-0.002,0.248,-0.14,1
-8.992e-05,0.223,-0.002,0.252,-0.144,1
-8.988e-05,0.223,0.002,0.24,-0.14,1
-8.984e-05,0.221,0,0.25,-0.14,1
-8.980e-05,0.224,0,0.236,-0.132,1
-8.976e-05,0.223,0.006,0.246,-0.144,1
-8.972e-05,0.221,0,0.25,-0.132,1
-8.968e-05,0.222,0.004,0.248,-0.148,1
-8.964e-05,0.223,0,0.24,-0.144,1
-8.960e-05,0.227,-0.004,0.25,-0.124,1
-8.956e-05,0.222,0,0.24,-0.136,1
-8.952e-05,0.222,0,0.246,-0.144,1
-8.948e-05,0.223,0.006,0.25,-0.14,1
-8.944e-05,0.221,0.004,0.248,-0.136,1
-8.940e-05,0.222,0.002,0.244,-0.132,1
-8.936e-05,0.223,0.002,0.244,-0.148,1
-8.932e-05,0.223,0.008,0.256,-0.128,1
-8.928e-05,0.224,0.004,0.246,-0.128,1
-8.924e-05,0.221,-0.002,0.248,-0.14,1
-8.920e-05,0.221,0.006,0.248,-0.12,1
-8.916e-05,0.223,0,0.246,-0.128,1
-8.912e-05,0.22,0,0.252,-0.14,1
-8.908e-05,0.225,0,0.256,-0.128,1
-8.904e-05,0.224,-0.002,0.244,-0.14,1
-8.900e-05,0.224,0.008,0.244,-0.132,1
-8.896e-05,0.222,-0.004,0.244,-0.132,1
-8.892e-05,0.225,0,0.25,-0.124,1
-8.888e-05,0.225,0.002,0.244,-0.124,1
-8.884e-05,0.224,0.004,0.248,-0.128,1
-8.880e-05,0.222,0.002,0.248,-0.14,1
-8.876e-05,0.224,0,0.248,-0.124,1
-8.872e-05,0.224,0.008,0.244,-0.124,1
-8.868e-05,0.223,-0.006,0.24,-0.124,1
-8.864e-05,0.22,0.006,0.248,-0.136,1
-8.860e-05,0.222,0.008,0.242,-0.14,1
-8.856e-05,0.223,0.004,0.254,-0.14,1
-8.852e-05,0.221,-0.006,0.252,-0.136,1
-8.848e-05,0.22,0.002,0.244,-0.144,1
-8.844e-05,0.222,0,0.246,-0.132,1
-8.840e-05,0.221,-0.004,0.252,-0.132,1
-8.836e-05,0.22,0,0.248,-0.132,1
-8.832e-05,0.223,0,0.246,-0.136,1
-8.828e-05,0.224,0.004,0.244,-0.132,1
-8.824e-05,0.223,0.006,0.244,-0.128,1
-8.820e-05,0.222,0,0.25,-0.124,1
-8.816e-05,0.222,0.008,0.252,-0.116,1
-8.812e-05,0.224,-0.002,0.25,-0.112,1
-8.808e-05,0.226,0.002,0.246,-0.124,1
-8.804e-05,0.223,0.002,0.25,-0.128,1
-8.800e-05,0.223,-0.002,0.25,-0.12,1
-8.796e-05,0.219,0.004,0.25,-0.136,1
-8.792e-05,0.221,0.002,0.24,-0.136,1
-8.788e-05,0.226,0,0.25,-0.136,1
-8.784e-05,0.226,0,0.248,-0.136,1
-8.780e-05,0.222,0.002,0.248,-0.132,1
-8.776e-05,0.223,0,0.252,-0.132,1
-8.772e-05,0.224,0.002,0.25,-0.136,1
-8.768e-05,0.222,0.006,0.248,-0.124,1
-8.764e-05,0.222,0.004,0.252,-0.124,1
-8.760e-05,0.226,0.004,0.248,-0.128,1
-8.756e-05,0.223,-0.004,0.246,-0.132,1
-8.752e-05,0.225,0.004,0.248,-0.124,1
-8.748e-05,0.226,0.002,0.25,-0.128,1
-8.744e-05,0.22,-0.002,0.238,-0.128,1
-8.740e-05,0.221,0.006,0.25,-0.132,1
-8.736e-05,0.221,-0.002,0.25,-0.128,1
-8.732e-05,0.22,-0.008,0.246,-0.124,1
-8.728e-05,0.225,0.004,0.248,-0.12,1
-8.724e-05,0.225,0.004,0.254,-0.124,1
-8.720e-05,0.223,-0.002,0.246,-0.128,1
-8.716e-05,0.223,0,0.254,-0.128,1
-8.712e-05,0.222,-0.01,0.244,-0.128,1
-8.708e-05,0.221,0.004,0.248,-0.136,1
-8.704e-05,0.222,0.006,0.25,-0.116,1
-8.700e-05,0.221,-0.002,0.244,-0.128,1
-8.696e-05,0.223,-0.002,0.24,-0.124,1
-8.692e-05,0.224,0.002,0.238,-0.124,1
-8.688e-05,0.222,-0.002,0.254,-0.124,1
-8.684e-05,0.223,0.004,0.258,-0.108,1
-8.680e-05,0.224,-0.002,0.25,-0.12,1
-8.676e-05,0.223,-0.004,0.25,-0.132,1
-8.672e-05,0.222,0.002,0.252,-0.124,1
-8.668e-05,0.224,0.006,0.248,-0.12,1
-8.664e-05,0.221,-0.004,0.254,-0.14,1
-8.660e-05,0.221,-0.004,0.252,-0.124,1
-8.656e-05,0.219,0.008,0.246,-0.116,1
-8.652e-05,0.22,-0.002,0.246,-0.128,1
-8.648e-05,0.223,-0.004,0.25,-0.112,1
-8.644e-05,0.223,0.004,0.238,-0.124,1
-8.640e-05,0.223,0,0.252,-0.116,1
-8.636e-05,0.225,0.002,0.242,-0.12,1
-8.632e-05,0.225,0.002,0.244,-0.12,1
-8.628e-05,0.223,0.002,0.25,-0.112,1
-8.624e-05,0.224,-0.006,0.248,-0.12,1
-8.620e-05,0.223,0.006,0.248,-0.124,1
-8.616e-05,0.225,0,0.248,-0.112,1
-8.612e-05,0.224,-0.004,0.25,-0.108,1
-8.608e-05,0.223,0.002,0.248,-0.12,1
-8.604e-05,0.22,-0.004,0.248,-0.12,1
-8.600e-05,0.224,0.006,0.25,-0.112,1
-8.596e-05,0.224,-0.002,0.248,-0.124,1
-8.592e-05,0.225,0,0.254,-0.116,1
-8.588e-05,0.222,0,0.248,-0.12,1
-8.584e-05,0.223,0.002,0.25,-0.128,1
-8.580e-05,0.223,0.01,0.244,-0.12,1
-8.576e-05,0.22,0,0.25,-0.12,1
-8.572e-05,0.221,0.002,0.244,-0.124,1
-8.568e-05,0.224,0.004,0.244,-0.112,1
-8.564e-05,0.221,0,0.252,-0.124,1
-8.560e-05,0.224,0.002,0.252,-0.128,1
-8.556e-05,0.224,0.002,0.248,-0.124,1
-8.552e-05,0.225,0,0.252,-0.108,1
-8.548e-05,0.226,-0.002,0.25,-0.116,1
-8.544e-05,0.222,0.002,0.246,-0.116,1
-8.540e-05,0.224,0.002,0.248,-0.12,1
-8.536e-05,0.223,0.002,0.246,-0.112,1
-8.532e-05,0.222,-0.004,0.25,-0.112,1
-8.528e-05,0.225,0.002,0.242,-0.108,1
-8.524e-05,0.224,0,0.246,-0.12,1
-8.520e-05,0.225,-0.002,0.248,-0.12,1
-8.516e-05,0.223,0.01,0.252,-0.128,1
-8.512e-05,0.225,-0.004,0.246,-0.128,1
-8.508e-05,0.221,-0.002,0.248,-0.12,1
-8.504e-05,0.223,0.002,0.246,-0.108,1
-8.500e-05,0.225,0.002,0.246,-0.12,1
-8.496e-05,0.224,0.006,0.246,-0.112,1
-8.492e-05,0.222,-0.002,0.248,-0.124,1
-8.488e-05,0.222,0.004,0.244,-0.12,1
-8.484e-05,0.225,0,0.252,-0.116,1
-8.480e-05,0.219,0.004,0.244,-0.1,1
-8.476e-05,0.224,0.002,0.254,-0.12,1
-8.472e-05,0.223,-0.004,0.254,-0.128,1
-8.468e-05,0.222,0.002,0.252,-0.112,1
-8.464e-05,0.223,0.002,0.252,-0.108,1
-8.460e-05,0.221,0,0.25,-0.108,1
-8.456e-05,0.226,-0.004,0.246,-0.12,1
-8.452e-05,0.22,-0.004,0.244,-0.112,1
-8.448e-05,0.224,-0.004,0.254,-0.108,1
-8.444e-05,0.224,-0.002,0.254,-0.12,1
-8.440e-05,0.22,0.004,0.25,-0.116,1
-8.436e-05,0.225,0.004,0.24,-0.12,1
-8.432e-05,0.224,0.002,0.248,-0.116,1
-8.428e-05,0.222,0.006,0.242,-0.108,1
-8.424e-05,0.222,0.008,0.246,-0.112,1
-8.420e-05,0.222,0,0.242,-0.112,1
-8.416e-05,0.226,-0.002,0.248,-0.116,1
-8.412e-05,0.222,0.004,0.256,-0.12,1
-8.408e-05,0.22,-0.002,0.248,-0.124,1
-8.404e-05,0.223,0.002,0.248,-0.116,1
-8.400e-05,0.221,0.004,0.246,-0.104,1
-8.396e-05,0.221,0.002,0.252,-0.112,1
-8.392e-05,0.223,0,0.248,-0.104,1
-8.388e-05,0.223,0.004,0.252,-0.116,1
-8.384e-05,0.222,0.006,0.252,-0.104,1
-8.380e-05,0.222,0.002,0.248,-0.116,1
-8.376e-05,0.22,0.004,0.25,-0.112,1
-8.372e-05,0.224,0.006,0.248,-0.116,1
-8.368e-05,0.223,0.008,0.246,-0.116,1
-8.364e-05,0.22,-0.002,0.248,-0.112,1
-8.360e-05,0.22,0.01,0.25,-0.116,1
-8.356e-05,0.223,-0.008,0.25,-0.116,1
-8.352e-05,0.221,-0.004,0.254,-0.112,1
-8.348e-05,0.222,0,0.25,-0.108,1
-8.344e-05,0.221,0.008,0.246,-0.108,1
-8.340e-05,0.222,0.004,0.254,-0.116,1
-8.336e-05,0.221,0.006,0.252,-0.116,1
-8.332e-05,0.223,0.01,0.252,-0.1,1
-8.328e-05,0.223,0.006,0.252,-0.112,1
-8.324e-05,0.223,-0.002,0.252,-0.12,1
-8.320e-05,0.223,0,0.238,-0.108,1
-8.316e-05,0.224,-0.004,0.248,-0.112,1
-8.312e-05,0.222,-0.002,0.248,-0.116,1
-8.308e-05,0.221,0.004,0.244,-0.108,1
-8.304e-05,0.223,0,0.248,-0.116,1
-8.300e-05,0.219,0,0.252,-0.112,1
-8.296e-05,0.223,0.002,0.252,-0.108,1
-8.292e-05,0.223,0.004,0.242,-0.112,1
-8.288e-05,0.221,0.004,0.242,-0.128,1
-8.284e-05,0.223,0,0.252,-0.112,1
-8.280e-05,0.224,0.006,0.242,-0.116,1
-8.276e-05,0.219,0,0.25,-0.1,1
-8.272e-05,0.221,0.006,0.248,-0.108,1
-8.268e-05,0.221,-0.004,0.254,-0.112,1
-8.264e-05,0.221,0.002,0.254,-0.104,1
-8.260e-05,0.221,-0.002,0.248,-0.1,1
-8.256e-05,0.222,0.002,0.25,-0.108,1
-8.252e-05,0.221,-0.002,0.246,-0.116,1
-8.248e-05,0.22,-0.004,0.248,-0.12,1
-8.244e-05,0.224,0,0.254,-0.104,1
-8.240e-05,0.22,0,0.25,-0.116,1
-8.236e-05,0.224,0.002,0.246,-0.112,1
-8.232e-05,0.222,-0.008,0.254,-0.128,1
-8.228e-05,0.224,0.002,0.252,-0.108,1
-8.224e-05,0.22,0.004,0.24,-0.112,1
-8.220e-05,0.221,0.004,0.252,-0.12,1
-8.216e-05,0.224,0,0.242,-0.1,1
-8.212e-05,0.221,0,0.246,-0.108,1
-8.208e-05,0.22,0.004,0.25,-0.128,1
-8.204e-05,0.223,-0.002,0.242,-0.1,1
-8.200e-05,0.222,0.012,0.256,-0.112,1
-8.196e-05,0.222,0.002,0.244,-0.104,1
-8.192e-05,0.221,0.004,0.244,-0.104,1
-8.188e-05,0.223,0.006,0.244,-0.096,1
-8.184e-05,0.224,-0.002,0.248,-0.112,1
-8.180e-05,0.221,0.008,0.256,-0.12,1
-8.176e-05,0.222,0.002,0.254,-0.112,1
-8.172e-05,0.221,0.004,0.252,-0.116,1
-8.168e-05,0.223,-0.002,0.248,-0.108,1
-8.164e-05,0.218,-0.002,0.248,-0.104,1
-8.160e-05,0.22,0.006,0.252,-0.116,1
-8.156e-05,0.22,0.01,0.248,-0.12,1
-8.152e-05,0.221,0,0.254,-0.116,1
-8.148e-05,0.221,-0.004,0.25,-0.112,1
-8.144e-05,0.221,-0.002,0.25,-0.108,1
-8.140e-05,0.22,0.006,0.246,-0.104,1
-8.136e-05,0.221,0.006,0.252,-0.112,1
-8.132e-05,0.223,0,0.25,-0.096,1
-8.128e-05,0.219,-0.004,0.248,-0.096,1
-8.124e-05,0.222,0.002,0.25,-0.1,1
-8.120e-05,0.222,0.008,0.256,-0.096,1
-8.116e-05,0.225,0.002,0.246,-0.096,1
-8.112e-05,0.224,0.002,0.242,-0.108,1
-8.108e-05,0.22,0.004,0.246,-0.108,1
-8.104e-05,0.223,0,0.248,-0.108,1
-8.100e-05,0.224,-0.006,0.248,-0.112,1
-8.096e-05,0.223,0.002,0.242,-0.112,1
-8.092e-05,0.226,0.006,0.246,-0.096,1
-8.088e-05,0.221,0.002,0.246,-0.112,1
-8.084e-05,0.223,0.002,0.246,-0.104,1
-8.080e-05,0.226,0.002,0.25,-0.1,1
-8.076e-05,0.225,-0.002,0.252,-0.1,1
-8.072e-05,0.224,0,0.248,-0.1,1
-8.068e-05,0.224,0.004,0.248,-0.096,1
-8.064e-05,0.223,0.002,0.248,-0.1,1
-8.060e-05,0.222,0.004,0.252,-0.1,1
-8.056e-05,0.222,0.004,0.25,-0.096,1
-8.052e-05,0.224,-0.006,0.25,-0.112,1
-8.048e-05,0.223,0.004,0.256,-0.104,1
-8.044e-05,0.223,0.002,0.246,-0.092,1
-8.040e-05,0.223,-0.002,0.258,-0.104,1
-8.036e-05,0.223,0.002,0.252,-0.104,1
-8.032e-05,0.226,-0.004,0.252,-0.092,1
-8.028e-05,0.225,-0.004,0.252,-0.112,1
-8.024e-05,0.222,-0.002,0.25,-0.1,1
-8.020e-05,0.221,0.002,0.254,-0.112,1
-8.016e-05,0.222,0.002,0.24,-0.116,1
-8.012e-05,0.223,0,0.244,-0.096,1
-8.008e-05,0.225,0.01,0.252,-0.104,1
-8.004e-05,0.224,-0.002,0.254,-0.096,1
-8.000e-05,0.222,0.004,0.25,-0.092,1
-7.996e-05,0.221,0.006,0.254,-0.104,1
-7.992e-05,0.224,0.004,0.254,-0.108,1
-7.988e-05,0.223,0.006,0.254,-0.112,1
-7.984e-05,0.223,0.004,0.246,-0.116,1
-7.980e-05,0.224,0.004,0.246,-0.104,1
-7.976e-05,0.22,0,0.252,-0.116,1
-7.972e-05,0.225,0.004,0.248,-0.104,1
-7.968e-05,0.222,-0.002,0.248,-0.12,1
-7.964e-05,0.222,0,0.244,-0.12,1
-7.960e-05,0.223,0,0.25,-0.104,1
-7.956e-05,0.225,0,0.258,-0.104,1
-7.952e-05,0.221,0.004,0.246,-0.104,1
-7.948e-05,0.223,0.008,0.244,-0.104,1
-7.944e-05,0.222,0.006,0.246,-0.104,1
-7.940e-05,0.222,0,0.248,-0.108,1
-7.936e-05,0.226,0.002,0.25,-0.108,1
-7.932e-05,0.224,0.002,0.246,-0.116,1
-7.928e-05,0.224,0.002,0.24,-0.108,1
-7.924e-05,0.223,0.004,0.246,-0.108,1
-7.920e-05,0.224,0.006,0.248,-0.108,1
-7.916e-05,0.222,0,0.248,-0.116,1
-7.912e-05,0.224,0,0.244,-0.108,1
-7.908e-05,0.221,0.004,0.252,-0.108,1
-7.904e-05,0.224,-0.002,0.248,-0.104,1
-7.900e-05,0.224,0.002,0.254,-0.108,1
-7.896e-05,0.224,0.004,0.246,-0.104,1
-7.892e-05,0.219,0.004,0.254,-0.096,1
-7.888e-05,0.222,0.002,0.254,-0.116,1
-7.884e-05,0.22,0,0.244,-0.12,1
-7.880e-05,0.225,-0.004,0.252,-0.1,1
-7.876e-05,0.222,0,0.248,-0.108,1
-7.872e-05,0.222,0,0.246,-0.108,1
-7.868e-05,0.221,0,0.252,-0.1,1
-7.864e-05,0.22,-0.004,0.246,-0.1,1
